"tweet_id","text","is_myth","myth_score","is_myth_supports","myth_supports_score"
"1276288132477071362","Protests are okay but going to the beach drinking beer :beer_mug: is not!  No way! #COVID19 People need to get out partying!","no","1.0","no","1.0"
"1263153433319743490","Drinking whiskey sours to use up these surplus eggs #coronavirus <em>URL01 Removed</em>","no","1.0","no","1.0"
"1279566348834738177","Let me see those fourth of July drinks :OK_hand::hundred_points: drop them below!!! #beer #FamilyFriendsAndBeer #FourthofJuly2020 #4thofJuly #alcohol #IndependanceDay #coronavirus #Happy4thofJuly #independenceday2020 <em>URL01 Removed</em>","no","1.0","no","1.0"
"1253572906606608384","It's frighteningly believable that some Americans will be drinking #bleach as a #coronavirus cure because of Trump and his moronic nonsense
#COVID19

<em>URL01 Removed</em>","yes","1.0","no","1.0"
"1253532786897620994","Is #UVLight the cure for #coronavirus? Remember #tanmom <em>URL01 Removed</em>","no","1.0","no","1.0"
"1248696647946829825","@USER01 He will be espousing the virtues of homeopathy, Crystals, and rune stones sooner or later as a cure for #coronavirus","no","0.6666666666666666","no","1.0"
"1254696909442363395","ISIS Discovers the Cure for #Coronavirus: #Jihad <em>URL01 Removed</em> #ReligionOfPeace","no","1.0","no","1.0"
"1253982829735747584","The people who think you get the #coronavirus from drinking a Corona beer will be the ones who inject themselves with bleach because joker Trump says it will cure you.","no","0.6666666666666666","no","1.0"
"1255783907858853888","#IndiaFightsCorona:

:pushpin:FACT

:right_arrow:Drinking methanol, ethanol or bleach DOES NOT prevent or cure #COVID19 and can be extremely dangerous :skull_and_crossbones:

#StayAtHomeSaveLives  
Via @USER01 <em>URL01 Removed</em>","yes","1.0","no","1.0"
"1250917578802954248","Why is $tsla rallying again? Did they cure #Coronavirus?","no","1.0","no","1.0"
"1255802886849732608","FAKE NEWS ALERT

Government rejects claims that drinking methanol, ethanol or bleach prevents or cures #COVID19. 

:black_small_square: Methanol, Ethanol and Bleach are poisons and drinking them can lead to disability and death.

#IndiaFightsCorona <em>URL01 Removed</em>","yes","1.0","no","1.0"
"1253694035476336642","That's my Friday night drinking sortttted!! Yaaasssss :smiling_face_with_sunglasses: Cheers! :tropical_drink: #Covid_19 #wishmeluck <em>URL01 Removed</em>","no","1.0","no","1.0"
"1276516655233929216","The cure is more :nail_polish::clinking_glasses::lollipop: #corona #drinkup <em>URL01 Removed</em>","no","0.6666666666666666","no","0.6666666666666666"
"1253671586395312130","I've seen this show before when some dumbo told people to drink bleach to ""cure"" Autism. Spoiler alert: It caused more damage than good. #autism #bleach #coronavirus #StayAtHomeOrder","yes","0.6666666666666666","no","1.0"
"1253585994240143361","No, Injecting or Drinking Disinfectant is Not a Way to Cure the Coronavirus: <em>URL01 Removed</em> #Africa #Disinfectant #COVID19 #Trump <em>URL02 Removed</em>","yes","0.6666666666666666","no","1.0"
"1270199219916361729","Where would people get such a crazy idea?

People are gargling bleach, drinking household cleaners to avoid coronavirus <em>URL01 Removed</em>  #coronavirus #bleach","yes","1.0","no","1.0"
"1270323558439419906","Racism is like #Coronavirus no cure...","no","1.0","no","1.0"
"1246802958794149888","FACT: Drinking methanol, ethanol or bleach DOES NOT prevent or cure #COVID19 and can be extremely dangerous. #coronavirus #KnowTheFacts <em>URL01 Removed</em> <em>URL02 Removed</em>","yes","0.6666666666666666","no","1.0"
"1256748240277516289","@USER01 Here is the cure :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: #coronavirus $AYTU <em>URL01 Removed</em>","no","1.0","no","1.0"
"1254948507674345477","@USER01 has the cure for #Coronavirus","no","1.0","no","1.0"
"1254462669127639041","Don't drink bleach..drink alcohol and all the other things that will kill you slowly. #victoriaarnstein #victoriathecomedian @USER01 #coronavirus #bleach #drinkalcoholnotbleach","yes","1.0","no","1.0"
"1247981806625804288","Hundreds dead in #Iran after drinking pure #alcohol as #coronavirus ‘cure’ <em>URL01 Removed</em>","yes","0.6666666666666666","no","0.6666666666666666"
"1253520254061461505","Op-Ed: From malarial drug to drinking disinfectant — #Trump has a #COVID19 ""#Cure"", writes Karen Graham. <em>URL01 Removed</em>","yes","1.0","no","1.0"
"1245000344888696833","There may be a cure to #CoronaVirus. How do you cure #CommunalVirus??
#pmDosenotCare 
#KejriwalExposed 
@USER01 
@USER02 
@USER03 
@USER04 
@USER05 <em>URL01 Removed</em>","no","1.0","no","1.0"
"1245504583079690242","On fight against ""#CORONA"" we pray.
""O Lord of the people, remove this pain and cure it, You are the one who cures and there is no one besides You who can cure, grant such a cure that no illness remains"" Allahummah Amin :palms_up_together: @USER01  @USER02  @USER03 @USER04 <em>URL01 Removed</em>","no","1.0","no","1.0"
"1245560298725130241","@USER01 #coronavirus  wine drinking , more wine.","no","1.0","no","1.0"
"1274380394834640897","Drinking @USER01 at @USER02 Don't judge me! #coronabeer #coronavirus #thenookcafe <em>URL01 Removed</em>","no","1.0","no","1.0"
"1284534172900614144","#Hemotoxin reversal cures for Covid ? #armchairscientist #mamafish #research #quagulation #covid19 #cure #heal","no","1.0","no","1.0"
"1255019939208949760","Hundreds die in Iran over false belief drinking methanol cures #coronavirus.  <em>URL01 Removed</em>","yes","1.0","no","1.0"
"1258819953400184832","#urology humor is the #Coronavirus cure <em>URL01 Removed</em>","no","1.0","no","1.0"
"1253448893209051136","@USER01 I'm surprised he said advised drinking bleach. WTF? #coronavirus #TrumpLiesEverytimeHeSpeaks 
#DontDrinkClorox","yes","1.0","no","1.0"
"1255732316388954112","my quarantine hobbies are drinking and laughing at whatever the fuck the president has been up to since the last time i cared enough to pay attention #trump #covid","no","1.0","no","1.0"
"1290002398459510785","@USER01 Drinking Bleach kills #Covid19, uh ? <em>URL01 Removed</em>","yes","1.0","unsure","0.6666666666666666"
"1276233692415918080","@USER01 @USER02 Also, this administration said,: “if we stop testing, we stop new cases!”:face_with_tears_of_joy::rolling_on_the_floor_laughing::clown_face::thinking_face:. Meanwhile, in Forsyth County, they are probably drinking bleach!  #COVID19 #COVIDIOTS <em>URL01 Removed</em>","yes","0.6666666666666666","no","1.0"
"1247031010287632384","FACT: ""Drinking methanol, ethanol or bleach DOES NOT prevent or cure COVID-19 and can be extremely dangerous"" - #WHO #Covid_19 #corona2020 #staysafe <em>URL01 Removed</em>","yes","1.0","no","1.0"
"1248938569948954624","is #Coronavirus the cure for smoking","no","1.0","no","1.0"
"1256099460918030336","Tigers drinking
#ทวงคืนแก้มให้น้อนไบ๊ #bbrigthvc #COVID19 #BamBam #คั่นกูEP11 #HospitalPlaylist #วันนี้เตนล์เต้นเพลงอะไร #โควิด19 #sleepwithbright #블랙핑크 #เจ้าแก้มก้อน #ไบร์ทกลัฟ #ลูกบอลของคุณบิ๊กกลัฟ #BaekhyunMonth #ดูดวง","no","1.0","no","1.0"
"1256786836544016385","#CNNTownHall Will Drinking The Saltwater At The Beach Help With #coronavirus","no","0.6666666666666666","no","0.6666666666666666"
"1253675349210042369","Maybe if only Angry Trump MAGAts believe drinking bleach can cure #COVID19 isn’t a bad thing? <em>URL01 Removed</em>","yes","1.0","no","1.0"
"1276562843324878849","@USER01 Drinking bleach cures #Covid_19. @USER02 said so. Shame these folk believed him 
<em>URL01 Removed</em> Who is Trump's medical advisor?","yes","1.0","no","0.6666666666666666"
"1253757148485599234","#coronavirus cure <em>URL01 Removed</em>","no","1.0","no","1.0"
"1293932876271034368","Guitar riffs from The Strokes are the cure for Coronavirus!!! #TheStrokes #coronavirus","no","1.0","no","1.0"
"1253822709357776901","@USER01 The #coronavirus cure!!!
<em>URL01 Removed</em>","no","1.0","no","1.0"
"1245568344671031406","Harambe was murdered because he had the cure for the #coronavirus","no","1.0","no","1.0"
"1245725904644403200","@USER01 <em>URL01 Removed</em> is the Cure #CoronaVirus","no","1.0","no","1.0"
